Duration (in seconds),What is your age (# years)?,What is your gender? - Selected Choice,In which country do you currently reside?,"Are you currently a student? (high school, university, or graduate)","What products or platforms did you find to be most helpful when you first started studying data science?  (Select all that apply) - Selected Choice - Online courses (Coursera, EdX, etc)","What products or platforms did you find to be most helpful when you first started studying data science?  (Select all that apply) - Selected Choice - Video platforms (YouTube, Twitch, etc)","What products or platforms did you find to be most helpful when you first started studying data science?  (Select all that apply) - Selected Choice - Kaggle (notebooks, competitions, etc)",What is the highest level of formal education that you have attained or plan to attain within the next 2 years?,"Have you ever published any academic research (papers, preprints, conference proceedings, etc)?",For how many years have you been writing code and/or programming?,What programming languages do you use on a regular basis? (Select all that apply) - Selected Choice - Python,Which of the following integrated development environments (IDE's) do you use on a regular basis?  (Select all that apply) - Selected Choice -  Jupyter Notebook,Do you use any of the following data visualization libraries on a regular basis?  (Select all that apply) - Selected Choice -  Matplotlib ,For how many years have you used machine learning methods?
127,1,2,34,1,1,0,0,0,1,5,0,1,1,9
540,6,0,5,0,0,1,0,6,1,2,0,1,0,8
316,5,4,20,0,0,1,0,3,0,6,1,1,1,9
200,3,0,55,0,0,1,0,3,2,0,0,1,0,7
444,5,4,55,0,0,0,1,0,1,3,0,0,0,8
803,2,0,29,0,0,1,0,3,0,5,0,0,0,7
200,4,0,20,0,1,1,1,7,1,7,1,1,1,9
1761,3,4,42,0,0,1,0,0,1,5,0,0,0,8
1935,3,0,36,0,0,1,0,1,2,4,0,0,0,6
531,1,0,29,1,1,0,1,0,1,0,1,1,1,7
564,3,4,2,1,1,1,1,3,0,0,0,0,0,0
1316646,4,0,20,0,0,1,1,5,2,1,0,0,0,5
215,0,0,20,1,1,0,1,7,1,7,1,1,1,9
693,0,0,20,1,0,1,1,3,0,0,0,0,0,8
137,1,0,34,1,1,0,1,6,1,4,0,1,1,6
14301,4,0,22,0,1,1,0,1,2,1,0,0,0,2
626,6,0,20,0,0,0,1,3,0,1,0,0,0,4
2665,3,0,13,0,0,1,0,4,1,1,0,0,0,6
767,7,0,20,0,0,1,1,1,2,1,0,0,0,6
402,5,0,55,0,0,0,1,1,2,5,0,1,1,7
546,0,4,20,1,1,1,1,0,1,7,1,1,1,9
171,2,4,55,0,1,0,1,3,0,6,1,1,1,9
844,5,0,3,0,0,1,1,0,1,0,0,0,0,7
416,5,4,55,1,1,0,1,0,1,3,0,0,0,8
275,2,0,20,0,0,1,1,2,1,6,1,1,1,9
329,0,0,33,1,0,1,1,0,1,5,0,0,1,7
289,2,0,31,0,1,0,1,0,1,5,0,0,0,7
584,1,4,20,0,1,0,1,3,0,5,1,1,1,7
6448,3,0,5,0,1,0,1,0,1,4,0,0,1,4
534,8,0,55,0,0,1,0,3,0,4,0,0,0,6
1381,7,0,29,0,0,0,0,3,0,4,0,0,1,8
753,0,4,40,1,1,0,0,0,1,0,0,1,0,8
147,3,0,20,1,1,1,1,0,1,6,1,1,1,9
336,1,0,20,0,0,0,0,0,1,3,0,0,0,2
364,0,4,34,1,1,1,1,0,1,0,0,0,0,8
257,0,0,20,1,0,1,0,0,1,5,0,0,0,8
307,1,0,55,0,0,1,1,0,1,0,1,1,1,8
223,1,0,20,1,0,1,0,0,1,0,0,1,0,8
672,3,0,20,0,0,1,0,3,0,3,0,0,0,0
404,0,4,20,1,1,1,1,3,0,0,0,0,1,8
1390,8,0,11,0,0,1,0,3,0,0,0,0,0,8
413,1,0,35,1,1,0,1,0,1,3,0,0,0,8
180,1,0,20,0,0,1,0,0,1,3,0,0,0,2
140,3,4,20,1,1,0,1,0,1,6,1,1,1,9
253,1,4,20,1,1,0,1,3,0,5,0,1,1,8
997,8,0,5,0,0,1,1,3,2,2,0,0,0,5
329,3,0,33,1,0,0,1,0,1,0,0,0,0,7
254,0,0,20,1,0,1,1,0,1,0,0,1,1,8
459,4,4,27,1,0,1,0,3,0,3,0,0,0,8
4259,5,0,20,0,1,0,1,3,0,4,0,0,0,0
190,0,0,20,1,0,1,1,0,1,3,0,0,0,8
1883,7,0,55,0,0,0,0,1,2,3,1,0,0,4
1108,2,0,41,0,0,1,0,2,1,5,0,0,0,7
305,2,4,20,1,1,1,1,3,2,5,0,0,0,8
186729,2,4,20,0,1,1,1,3,2,7,1,1,1,9
220,8,0,55,0,0,0,1,1,2,5,1,1,1,7
247,9,0,37,0,0,0,0,3,0,4,1,0,0,2
588,2,0,36,1,0,1,1,0,1,3,0,0,0,8
187,2,0,55,0,0,1,1,6,1,4,0,0,0,8
378,1,0,20,1,1,1,0,3,0,3,0,0,0,8
147,0,0,41,1,0,1,1,4,1,0,0,0,0,7
317,0,0,20,1,0,0,1,2,1,6,1,1,1,9
370,0,0,20,1,0,0,1,3,0,0,0,0,0,8
253,2,2,20,0,0,0,0,3,2,5,1,1,1,7
7896,2,0,33,0,0,0,1,3,0,0,0,0,0,8
485,0,0,34,1,0,1,0,0,1,0,0,0,0,0
169,2,0,33,1,1,1,1,3,0,6,1,1,1,9
224,1,0,51,1,1,1,0,0,1,5,0,1,0,7
598,3,0,20,0,1,0,1,3,0,5,0,0,0,8
212,3,0,20,0,0,0,1,6,1,5,1,1,1,9
284,5,0,41,0,1,0,1,2,1,5,0,1,1,7
10438,3,0,20,0,1,0,1,7,1,7,1,1,1,9
203,0,4,13,1,0,0,0,0,1,0,0,0,0,8
680,1,4,20,0,1,1,1,3,0,5,0,0,0,8
366,1,0,34,1,0,0,0,0,1,5,1,0,1,7
476,0,0,20,1,0,1,0,0,1,0,0,0,0,0
184,2,4,20,1,1,0,1,3,0,5,1,1,1,7
220,1,0,33,1,0,1,1,3,0,3,0,0,1,9
291,5,0,55,0,1,0,0,0,1,0,0,0,1,2
1014,6,0,7,1,0,0,0,5,2,0,0,0,0,0
242,0,0,20,1,1,1,0,2,1,5,0,1,0,8
479,5,0,20,0,0,0,0,3,0,5,0,0,0,8
272,4,2,25,1,0,1,0,0,1,4,0,0,0,2
1389,0,4,20,0,1,0,0,3,0,0,0,0,1,0
208,2,0,20,1,1,0,1,3,0,6,1,1,1,9
385,3,0,55,1,0,0,1,1,2,3,0,0,0,8
228935,0,0,20,1,1,1,0,0,1,5,1,1,1,7
722,8,0,49,0,0,0,0,3,2,1,0,0,0,0
289,0,0,20,1,1,1,1,0,1,3,0,0,0,8
235,0,0,34,1,1,0,0,7,1,7,1,1,1,9
358,1,0,30,1,0,0,0,3,0,3,0,0,0,0
340,4,0,54,1,1,1,0,3,0,0,0,0,0,0
1382,3,0,34,0,0,1,0,0,1,4,1,1,1,4
223,3,0,34,0,0,1,1,1,0,6,1,1,1,9
443,0,0,20,1,1,0,1,0,1,0,0,0,0,8
144,3,0,7,0,1,1,1,3,0,4,0,1,1,7
272,4,0,33,0,1,0,0,3,0,0,1,1,1,9
576,7,0,34,0,0,0,0,1,2,5,1,1,0,8
696,0,0,9,1,0,0,0,3,0,0,0,1,0,8
555,5,0,24,0,0,0,0,0,1,2,0,0,1,0
285,2,0,13,1,0,1,0,0,1,0,0,0,0,8
1225,3,0,27,0,1,1,1,6,1,5,0,0,1,8
842,0,0,34,1,0,1,1,3,0,3,0,0,1,2
992,0,0,27,1,1,1,0,0,1,0,0,0,0,8
602,3,0,20,0,1,1,0,0,1,5,0,0,0,8
749,3,0,55,0,0,1,1,3,0,4,0,0,0,4
195,2,0,20,0,1,1,1,0,1,6,1,1,1,9
229,1,0,20,1,0,1,0,3,2,3,0,0,0,2
140,1,0,14,1,1,0,1,0,1,5,1,1,1,9
186,1,4,28,0,1,1,0,0,1,0,0,0,0,8
272,1,0,20,1,1,1,1,0,1,3,0,0,0,8
436,5,0,35,1,1,0,0,3,0,4,0,0,0,0
901,1,0,20,1,0,1,1,0,1,5,0,0,1,7
497,1,4,20,1,1,0,1,1,0,0,0,1,1,8
506,2,0,48,0,1,0,0,0,1,5,0,1,0,8
1204,5,0,33,1,0,1,0,3,2,5,1,1,1,7
173,0,0,51,1,1,0,1,0,1,5,0,1,0,8
196,1,4,27,1,1,1,0,0,1,5,0,1,1,7
190,0,0,20,1,0,1,1,0,1,3,0,1,0,8
1125,2,4,20,1,0,0,1,2,1,0,0,0,1,0
91703,0,0,20,1,0,1,1,0,1,5,0,0,1,8
357,0,0,20,1,0,1,0,0,1,0,0,0,0,0
947,7,4,5,0,0,1,1,1,2,0,0,0,0,0
169,2,0,20,0,0,1,0,0,1,5,0,0,1,9
287,10,0,55,1,0,1,1,0,1,0,0,0,1,0
691,6,0,55,0,0,0,1,3,0,2,0,0,0,6
721,7,0,55,0,0,0,0,0,1,2,0,0,0,2
320,1,0,35,1,0,1,0,6,1,5,0,0,1,7
187,3,0,27,1,1,0,1,0,1,6,1,1,1,9
209,5,0,55,0,1,0,0,0,1,1,0,0,1,9
206,0,0,20,1,1,1,1,0,1,0,0,0,1,7
477,1,0,34,1,1,1,0,3,0,0,0,0,0,8
193,2,0,20,1,1,1,0,0,1,6,1,1,1,9
414,0,4,5,1,0,1,0,0,1,0,0,0,0,8
492,2,0,21,1,1,0,1,2,1,5,0,1,0,0
1163,0,0,56,1,1,0,1,7,1,7,1,1,1,9
622,6,0,16,0,0,0,0,1,2,2,0,0,0,6
1206,8,0,26,0,0,0,1,3,2,1,1,1,1,8
604,0,4,20,1,1,1,0,5,0,0,0,0,0,0
258,0,0,17,1,0,1,0,0,1,0,0,0,1,8
546,0,0,10,1,0,1,1,3,2,0,0,1,1,8
534,3,0,55,0,1,0,1,0,1,1,1,1,1,7
198,2,0,20,1,1,0,0,2,1,5,0,1,1,9
315,0,4,20,1,1,1,1,3,0,0,0,1,1,8
597,6,4,48,0,0,0,1,1,2,1,0,1,1,7
284,8,0,55,0,0,1,0,3,0,5,0,0,0,8
261,3,0,34,0,0,1,0,3,2,5,0,0,0,8
1583,7,0,26,0,1,0,1,4,1,2,0,0,0,1
472,5,0,20,0,0,0,0,3,2,3,0,0,0,0
246,0,4,20,1,0,0,0,0,1,0,0,1,0,8
2072269,7,4,55,0,0,1,0,3,0,1,0,0,0,4
297,5,0,55,1,0,1,0,4,1,5,1,1,1,8
439,0,0,20,1,0,1,1,0,1,0,0,0,0,8
264,0,0,20,1,0,1,0,0,1,0,0,0,0,0
379,1,4,21,1,0,1,1,0,1,0,0,1,0,8
793,1,4,20,0,0,1,1,0,1,3,0,1,1,7
67219,1,0,20,0,1,0,1,0,1,0,0,0,0,8
379,4,0,34,1,0,0,0,6,1,4,0,0,0,0
291,2,0,51,1,1,0,0,1,2,0,0,0,0,0
1346,5,0,15,0,1,1,0,1,0,4,0,1,0,6
634,7,0,55,0,1,0,1,3,2,2,1,1,1,1
3260,3,0,22,0,1,0,0,0,1,5,0,0,0,8
959,5,4,20,0,1,1,0,0,1,4,0,0,0,7
337,5,0,20,1,1,1,0,3,2,5,0,0,0,8
278,4,0,34,0,0,0,1,1,2,1,0,0,0,1
497,1,0,34,1,1,1,1,0,1,0,0,1,0,0
1609,1,0,9,1,1,0,0,0,1,3,0,1,0,2
359,0,4,20,1,1,1,1,6,1,5,1,1,0,8
417,3,0,34,0,0,1,0,3,0,4,0,0,0,7
2907,3,0,40,1,1,1,0,6,1,5,0,0,1,7
197,0,0,20,1,1,1,1,0,1,0,1,0,0,8
288,7,0,26,0,1,1,1,4,1,6,1,1,1,9
92766,1,0,20,0,0,0,0,0,1,0,0,0,0,0
293,1,0,20,1,0,1,1,0,1,0,0,1,1,7
2412,0,0,9,1,1,1,1,0,1,0,0,0,1,9
349,2,0,26,0,1,0,0,3,2,3,1,1,1,8
448,10,2,34,0,0,1,0,2,1,1,1,1,1,9
1530,5,0,20,0,0,0,0,1,2,3,0,0,1,8
629,3,0,20,0,1,0,1,0,1,5,0,1,1,7
438,1,0,20,0,1,1,1,0,1,5,0,0,1,7
607,4,0,22,0,0,0,1,3,0,4,0,0,0,5
387,2,0,27,1,0,1,1,5,0,0,0,0,0,8
159,0,0,56,1,1,0,1,6,1,5,0,1,1,8
217,0,4,9,1,0,1,0,6,1,0,0,0,1,7
689,5,0,26,0,1,0,1,3,0,1,1,1,1,4
439,5,0,38,0,1,1,0,3,2,2,1,1,1,1
911,1,0,14,0,0,0,0,0,1,5,0,0,0,8
472,3,4,55,0,1,0,0,0,1,4,1,1,1,8
4178,2,0,20,0,1,1,0,3,0,0,0,0,0,2
674,3,0,34,0,0,1,0,3,0,1,0,1,1,5
414,0,0,20,1,0,1,0,0,1,3,0,0,0,2
851,6,0,5,0,0,1,0,2,1,1,0,0,0,4
1085,4,4,9,0,0,0,0,3,0,1,0,0,0,8
675,4,0,21,1,0,0,1,3,0,1,0,0,0,6
418,4,2,34,0,0,0,0,6,1,0,0,0,1,8
4326,4,0,20,0,1,0,1,7,1,7,1,1,1,9
1507,3,4,50,1,1,0,0,1,0,5,0,0,0,0
608,6,0,32,0,0,0,1,1,2,2,0,1,0,5
337,4,0,1,1,1,1,0,0,1,4,0,0,0,8
301,3,0,29,0,1,1,0,3,0,4,1,1,1,7
452,2,0,20,0,0,1,0,3,2,0,0,0,0,0
719,2,0,47,0,0,1,0,2,1,5,0,0,0,8
1999,3,0,44,0,0,1,0,0,1,1,0,0,0,6
471,2,0,44,1,0,1,1,0,1,3,0,0,0,9
524,1,0,33,0,0,1,1,3,2,5,0,0,0,0
384,5,0,55,1,0,0,0,1,2,4,0,0,0,4
379,4,0,20,1,0,1,0,3,2,1,0,0,0,5
338,2,0,20,0,0,0,1,0,1,0,1,1,1,8
606,1,0,51,0,1,1,0,0,1,0,0,1,0,8
800,4,4,38,0,0,1,1,4,1,0,0,0,0,2
349,2,0,33,0,0,1,0,0,1,0,0,0,0,2
772,3,0,20,0,0,1,0,2,1,4,0,0,0,4
928,4,0,51,0,1,1,0,3,0,1,0,0,0,4
314,1,0,7,1,1,1,0,6,1,5,0,1,1,7
331,7,0,55,0,0,1,0,1,2,2,0,1,0,0
275,9,4,55,0,0,0,1,5,2,6,1,1,1,9
355,1,0,31,1,1,1,0,3,0,0,0,1,0,0
326,3,2,20,1,1,0,0,3,0,4,0,0,0,2
301,4,0,7,1,1,1,1,2,1,4,0,0,0,8
137,2,0,55,0,0,0,1,0,1,6,1,1,1,9
903,5,0,38,0,1,1,0,3,0,0,0,0,0,0
313,3,0,26,0,1,0,0,0,1,0,0,0,1,0
345,8,4,55,0,0,0,1,0,1,5,1,1,1,7
1159,2,0,20,0,0,1,1,0,1,0,0,0,0,0
479,2,4,20,1,0,1,0,1,0,3,0,0,0,2
1361,3,0,34,1,1,1,0,3,0,5,0,0,1,8
212,0,4,0,1,0,1,0,7,1,7,1,1,1,9
308,0,0,20,1,1,1,0,0,1,0,0,0,0,8
415,3,0,44,1,1,0,1,3,0,0,0,0,0,7
245,4,4,10,1,0,1,0,2,1,4,0,0,0,0
336,6,0,51,1,1,0,0,1,2,3,0,0,0,6
278,2,0,21,0,1,0,1,0,1,5,0,0,0,8
133,3,0,36,0,1,1,1,3,0,6,1,1,1,9
396,1,4,33,0,1,0,1,0,1,5,0,0,1,7
222,4,4,20,0,0,1,1,1,2,4,0,0,0,6
416,2,0,20,0,0,0,1,3,0,0,0,0,0,8
195,0,0,27,1,1,0,1,0,1,5,1,1,1,7
561,2,4,3,0,0,0,1,0,1,3,0,0,0,8
297,7,0,11,1,0,1,1,3,2,3,0,1,0,4
159,3,0,34,0,0,0,0,0,1,4,1,1,1,9
516,3,0,17,1,1,1,0,3,0,4,0,0,0,7
195,0,4,20,1,1,1,1,0,1,6,1,1,1,9
358,0,0,31,1,1,1,1,2,1,5,0,1,0,8
209,7,4,55,0,1,1,1,0,1,6,1,1,1,9
352,2,0,9,1,0,1,0,3,0,5,0,0,0,0
1124705,0,0,20,1,1,1,0,0,1,5,0,1,1,8
374,0,0,55,1,1,1,0,0,1,3,0,0,1,9
915,5,4,20,0,1,1,0,5,2,3,0,0,0,0
339,0,0,20,1,0,0,0,2,1,5,0,1,0,7
9440,1,0,10,1,0,1,1,0,1,0,0,1,0,8
547,6,0,34,1,1,1,0,5,2,4,0,0,0,6
57488,2,4,20,1,1,1,0,7,1,7,1,1,1,9
333,7,0,20,0,1,0,0,3,2,2,0,0,1,9
231,4,0,7,1,0,0,1,3,0,3,0,0,0,2
196,1,0,20,1,1,0,0,3,2,5,0,0,0,8
2359,6,0,21,0,0,0,1,1,2,2,0,0,0,6
172,9,2,25,1,1,0,0,6,1,1,0,1,1,0
8657,0,0,20,1,0,0,0,0,1,5,0,0,0,8
17169,3,4,45,1,1,0,1,1,2,5,0,1,0,8
263,1,4,54,1,1,1,0,3,0,0,0,0,0,8
600,5,4,55,0,1,0,0,1,2,1,0,0,0,5
563,7,0,5,0,1,1,0,4,1,3,0,0,0,0
275,2,0,20,0,0,1,0,3,0,5,0,0,0,8
342,4,0,56,1,1,0,0,3,2,5,0,0,0,8
1996,3,4,35,1,1,0,0,1,2,3,0,0,0,2
920,3,4,53,1,1,1,1,3,0,4,0,0,0,8
259,5,0,55,0,1,1,1,3,2,1,1,1,1,8
441,0,0,20,1,1,1,0,3,2,4,0,0,0,0
220,3,4,20,1,0,0,1,5,2,5,0,0,1,8
242,4,0,39,0,1,0,0,3,2,1,0,1,0,6
165,1,0,20,1,0,1,1,0,1,3,0,1,1,9
807,3,0,35,0,0,0,1,0,1,5,0,0,1,7
122,0,0,20,1,0,0,0,7,1,7,1,1,1,9
806,3,0,20,0,0,0,0,1,2,3,0,0,0,5
257547,6,0,20,0,1,1,1,5,2,1,0,0,0,6
8970,3,0,20,0,0,1,0,1,2,1,0,0,0,5
208,4,4,20,1,1,0,0,1,0,0,1,0,1,7
512,1,0,34,1,1,0,1,3,0,3,0,1,0,2
1409,2,0,54,1,0,0,0,3,2,4,0,1,1,0
1633,4,0,20,0,0,1,0,0,1,0,0,0,0,2
209,6,0,20,0,1,0,1,7,1,7,1,1,1,9
654,5,0,34,0,1,1,0,2,1,6,1,1,1,9
482,2,0,20,0,1,1,0,3,2,4,0,0,0,4
523,2,1,9,0,1,0,0,0,1,0,0,0,0,0
191,0,0,55,1,1,1,0,3,0,3,0,1,0,8
398,1,4,20,1,0,1,0,0,1,0,0,0,1,8
402,2,0,20,0,1,1,0,3,0,4,0,0,0,8
270,2,0,5,1,1,0,0,3,2,0,0,1,0,7
638,4,0,26,1,1,0,1,1,2,1,0,1,0,4
423,2,0,20,0,1,0,0,2,1,5,0,0,0,8
142,1,4,55,1,1,0,1,3,0,0,1,1,1,8
1409,1,4,33,0,1,1,1,3,0,5,0,1,0,8
337,1,4,55,1,0,1,1,0,1,0,0,1,1,8
457,8,0,26,0,0,0,0,4,1,0,0,0,1,0
2092,6,0,20,0,0,1,0,1,2,4,0,0,0,1
362,1,0,43,1,0,1,1,3,0,0,0,0,0,0
1091,9,0,55,0,1,0,1,5,2,1,0,0,1,0
561,6,0,0,1,1,0,0,3,0,0,1,1,1,9
428,2,4,57,0,0,1,0,0,1,0,0,0,0,0
271,3,4,5,1,1,0,0,1,2,0,0,0,1,7
1296,2,2,20,0,1,0,1,7,1,7,1,1,1,9
286741,3,0,29,0,0,1,0,3,2,4,0,0,0,6
162415,1,0,51,0,0,1,0,3,0,0,0,0,0,8
628,7,0,15,1,0,1,0,3,0,5,0,1,0,8
327,4,4,20,0,1,0,1,1,0,5,0,0,0,8
337,3,0,20,0,1,0,1,3,0,3,1,1,1,7
260,0,0,20,1,1,0,0,0,1,0,0,0,0,8
355,1,0,20,1,0,1,0,2,1,5,0,0,0,8
747,5,0,13,0,0,1,1,3,2,3,0,0,0,2
12665,1,0,13,0,1,0,1,0,1,3,0,0,0,2
1419,3,0,34,0,1,1,0,3,0,1,0,0,1,2
410,2,4,33,0,1,1,1,0,1,6,1,1,1,9
426,2,0,22,1,1,1,1,3,2,3,0,0,0,4
366,0,4,20,1,1,0,1,7,1,7,1,1,1,9
16417,5,4,54,0,0,0,1,2,1,6,1,1,1,9
456,4,4,5,1,0,1,0,3,0,0,0,0,0,8
283,0,4,20,1,1,1,0,3,0,3,0,0,0,2
226,0,0,20,1,0,1,0,0,1,5,1,1,1,7
197,2,0,33,1,1,0,1,6,1,6,1,1,1,9
229,1,4,20,1,0,1,1,0,1,0,0,0,0,8
229,0,0,41,1,1,1,1,0,1,3,0,0,0,0
626,9,0,55,0,0,0,1,0,1,1,0,0,0,8
135,1,4,20,1,0,0,1,3,0,7,1,1,1,9
467,6,0,46,0,1,1,1,3,0,1,0,0,0,4
864,9,0,1,1,0,1,0,6,1,2,0,0,0,0
177,2,0,20,1,0,1,0,0,1,5,0,0,0,8
484,0,0,20,1,1,0,1,0,1,0,0,1,0,8
281,5,0,28,1,0,1,1,1,2,3,0,0,1,4
154,6,0,29,1,1,0,0,0,1,5,1,1,1,8
350,1,0,20,0,0,1,1,3,0,5,0,0,1,7
270,0,4,20,1,1,1,0,3,0,0,0,0,0,7
214,0,0,20,1,1,0,0,4,1,0,0,0,0,8
170,2,4,40,1,0,1,0,1,0,6,1,1,1,9
400,2,0,20,1,0,0,0,3,0,3,0,0,1,7
713,1,0,38,1,1,0,0,3,2,3,0,1,0,8
181,1,0,55,1,0,1,0,0,1,0,0,1,0,8
369,4,0,55,0,0,0,0,1,2,4,0,0,0,4
338,1,0,28,1,0,1,0,3,2,3,0,0,0,2
608,1,0,20,0,0,0,0,0,1,0,0,0,0,8
291,1,0,20,0,0,0,0,0,1,3,0,0,1,8
670,3,0,5,0,0,1,0,3,2,1,0,1,0,4
556,1,4,20,1,0,1,1,3,0,3,0,0,0,2
305,3,0,16,0,1,1,0,1,2,1,0,0,0,2
13842,9,0,55,0,0,0,0,1,2,2,1,0,1,6
835,4,4,42,0,0,1,1,1,2,1,0,0,0,6
593,3,0,51,0,0,0,0,3,0,3,0,1,1,8
683,1,0,20,0,0,1,1,0,1,0,0,0,0,8
600,6,0,20,0,0,1,1,3,2,1,0,0,1,7
556,2,0,51,0,0,1,0,0,1,3,0,0,0,4
685,3,0,26,0,0,1,1,3,2,0,0,0,0,8
110838,4,0,29,0,0,1,0,5,2,1,0,1,1,5
225,0,0,55,1,1,1,1,2,1,0,0,0,0,0
200,3,0,55,1,0,0,1,3,0,1,0,0,1,6
2974,2,0,8,0,1,0,1,0,1,4,0,1,0,5
713,5,0,26,0,1,1,1,4,1,0,0,0,0,2
877,10,0,55,0,0,1,1,1,2,2,0,1,0,6
292,1,0,41,1,0,1,0,3,2,3,0,0,0,4
1198,3,0,34,0,0,1,0,1,2,3,0,1,0,4
440,4,0,51,1,0,1,0,3,0,3,0,0,0,5
2402,2,0,55,0,1,1,0,3,2,4,0,0,0,0
261,0,0,20,1,1,0,0,0,1,5,1,1,1,7
457,2,0,8,0,0,1,0,3,0,3,1,0,1,0
395,1,0,20,1,1,1,0,3,0,3,0,0,0,7
341,2,0,27,0,0,0,1,0,1,5,0,0,1,7
408,2,0,27,1,1,0,0,0,1,5,0,0,0,8
580,5,0,55,0,0,0,0,5,2,4,0,1,0,2
349,1,4,35,1,1,1,1,3,0,0,0,0,0,8
797,3,0,51,1,1,0,0,1,2,3,0,0,0,5
2160,1,0,20,0,0,1,1,0,1,5,0,0,0,8
303,0,0,55,1,0,1,0,0,1,3,0,0,0,4
158,0,0,20,1,1,0,0,6,1,5,0,1,1,7
260,1,0,29,1,0,0,1,0,1,3,0,0,0,0
214,1,2,20,1,1,0,1,3,0,3,0,0,1,7
504,2,0,18,0,1,0,0,0,1,3,0,0,0,8
691,9,2,55,0,0,1,1,2,1,2,0,1,0,5
139,0,4,29,1,0,1,0,0,1,5,0,0,0,7
325,1,0,29,1,0,1,1,3,0,0,0,1,1,7
139,1,0,20,0,0,1,0,3,0,0,0,0,1,9
169,4,0,25,1,0,1,0,2,1,0,1,1,1,8
651,4,0,32,0,0,1,0,0,1,1,0,0,0,0
429,0,0,51,1,0,1,0,0,1,0,0,0,0,8
164,4,0,55,0,1,1,0,0,1,1,0,0,0,1
173,2,4,20,0,0,0,1,3,0,5,0,1,1,9
679,2,0,20,0,0,1,0,3,0,0,0,0,0,8
429,3,0,20,0,0,0,1,0,1,5,1,1,1,8
311,8,0,55,1,1,1,0,3,0,2,0,0,0,0
252,2,4,20,1,0,1,1,3,0,0,0,1,0,8
1516,4,4,20,1,0,1,0,3,0,4,0,1,1,8
914,9,0,55,0,1,1,1,0,1,2,0,0,0,2
1321,7,0,55,0,0,1,1,1,2,4,0,1,1,6
5171,0,4,9,1,0,1,0,0,1,0,0,0,0,0
196,1,0,20,1,1,0,0,0,1,5,0,0,1,7
313,1,0,55,1,1,1,0,3,2,0,0,0,1,0
484,3,0,55,0,1,0,0,0,1,4,0,1,0,2
966,3,0,20,0,0,0,0,3,0,5,0,0,0,8
279,2,0,29,1,0,0,0,1,0,5,0,0,0,7
165,0,0,20,1,0,0,1,0,1,3,1,0,1,0
2885,0,0,20,1,1,0,0,0,1,5,0,1,1,8
320,1,0,36,1,0,1,0,0,1,5,0,1,0,8
214,3,0,46,1,0,1,0,1,0,3,0,0,0,0
126,7,4,55,1,0,0,0,3,0,5,1,1,1,7
1117,1,0,34,1,0,1,0,3,0,4,0,0,0,0
364,6,0,24,0,1,0,0,1,2,2,1,0,1,7
469,3,0,7,0,0,1,0,3,0,0,0,0,0,0
729,3,0,20,0,0,1,0,3,2,4,0,0,0,6
245,0,0,20,1,0,1,0,3,0,0,0,0,0,8
562,3,0,20,0,0,1,0,3,0,5,0,0,0,8
184,1,0,20,1,0,1,1,3,0,5,1,1,1,8
556,1,4,20,0,0,1,1,0,1,0,0,0,0,0
342,1,0,37,0,1,1,0,0,1,3,0,0,0,2
142,1,0,20,0,1,1,0,2,1,5,0,0,1,9
532,2,0,32,0,0,1,1,3,2,4,0,0,0,2
200,0,0,20,1,1,1,1,3,0,3,1,0,0,0
131,0,0,20,1,1,0,0,0,1,5,0,1,1,7
327,0,0,20,0,1,0,1,3,0,3,0,1,1,8
247,0,0,20,1,0,0,0,3,0,0,0,1,0,8
318,0,0,52,1,0,1,0,3,0,0,0,0,0,8
470,1,4,20,0,0,0,1,5,0,5,0,1,1,9
301,0,0,20,1,0,1,1,0,1,5,0,0,1,7
645,2,0,55,0,0,0,0,3,2,3,0,0,0,2
154,3,0,55,0,0,0,1,2,1,5,1,1,1,9
1090,0,0,33,1,0,0,0,4,1,5,0,0,1,7
403,2,3,41,0,1,1,0,3,0,3,1,1,1,7
230,2,0,55,1,0,0,0,3,0,4,0,1,1,0
936,4,0,45,0,1,0,1,1,2,1,0,1,0,6
322,4,0,5,0,0,1,0,6,1,3,1,1,0,7
614,3,4,39,0,0,0,0,5,2,1,0,0,0,6
363,1,0,20,1,0,1,0,0,1,0,0,0,0,8
487,3,4,19,1,1,0,1,7,1,7,1,1,1,9
742,2,0,20,0,0,1,0,3,0,4,0,0,1,4
369,4,0,55,0,0,0,0,3,0,4,0,1,0,2
469,1,0,20,0,0,1,0,3,0,0,0,1,1,8
330,3,0,35,1,1,1,0,3,2,0,0,0,0,0
2898,5,0,12,1,0,0,0,0,1,1,0,0,0,5
701,3,0,5,0,0,1,0,0,1,4,0,0,0,2
698,2,0,20,0,0,1,0,3,0,4,0,0,0,4
185,0,0,20,1,1,0,0,3,0,0,0,1,1,8
155,0,0,20,1,1,1,1,6,1,6,1,1,1,9
872,6,0,55,0,0,0,1,3,0,4,0,0,0,4
290,0,2,33,1,0,1,0,6,1,5,0,0,0,8
195,2,0,7,1,0,1,0,0,1,5,0,1,0,8
373,3,0,34,0,0,1,0,3,2,3,0,0,0,8
394,7,0,45,0,1,0,0,2,1,1,0,1,1,7
443,4,0,51,0,0,1,0,1,2,1,0,1,0,2
169,0,4,20,1,1,0,1,7,1,7,1,1,1,9
307,4,0,20,0,0,1,0,0,1,4,0,0,0,0
421,2,0,20,0,1,1,1,0,1,5,0,0,0,7
394,1,4,20,1,0,1,0,3,0,0,0,0,0,0
